Training Loss,Epoch,Step,Validation Loss,Mean Iou,Mean Accuracy,Overall Accuracy,Accuracy Background,Accuracy 11,Accuracy 12,Accuracy 13,Accuracy 14,Accuracy 15,Accuracy 16,Accuracy 17,Accuracy 18,Accuracy 21,Accuracy 22,Accuracy 23,Accuracy 24,Accuracy 25,Accuracy 26,Accuracy 27,Accuracy 28,Accuracy 31,Accuracy 32,Accuracy 33,Accuracy 34,Accuracy 35,Accuracy 36,Accuracy 37,Accuracy 38,Accuracy 41,Accuracy 42,Accuracy 43,Accuracy 44,Accuracy 45,Accuracy 46,Accuracy 47,Accuracy 48,Iou Background,Iou 11,Iou 12,Iou 13,Iou 14,Iou 15,Iou 16,Iou 17,Iou 18,Iou 21,Iou 22,Iou 23,Iou 24,Iou 25,Iou 26,Iou 27,Iou 28,Iou 31,Iou 32,Iou 33,Iou 34,Iou 35,Iou 36,Iou 37,Iou 38,Iou 41,Iou 42,Iou 43,Iou 44,Iou 45,Iou 46,Iou 47,Iou 48
0.0277,154,1540,0.1808,0.7323,0.8116,0.8195,nan,0.8513,0.8379,0.8606,0.8222,0.8142,0.9126,0.8771,0.7298,0.8759,0.8535,0.8461,0.7141,0.8245,0.8472,0.8311,0.7385,0.7372,0.7938,0.8634,0.8418,0.7667,0.7537,0.8095,0.7078,0.7253,0.7529,0.8392,0.7919,0.8226,0.8739,0.8571,0.7972,0,0.8285,0.8178,0.8094,0.7907,0.7973,0.8612,0.8096,0.6925,0.826,0.8109,0.7993,0.6875,0.768,0.8076,0.738,0.6804,0.6574,0.735,0.7975,0.7642,0.7014,0.6814,0.7207,0.6152,0.6193,0.6755,0.7714,0.7425,0.7518,0.8257,0.8278,0.7539
0.0292,156,1560,0.1859,0.7238,0.8011,0.8093,nan,0.8294,0.8357,0.8605,0.8069,0.7959,0.9057,0.854,0.7322,0.8619,0.8489,0.8441,0.707,0.8227,0.8408,0.806,0.7021,0.7333,0.7911,0.8673,0.8255,0.7497,0.747,0.806,0.692,0.7086,0.7381,0.8357,0.786,0.8055,0.8674,0.8495,0.7777,0,0.8099,0.8138,0.8054,0.7749,0.7821,0.8557,0.8003,0.6927,0.8131,0.8067,0.7957,0.683,0.7676,0.7967,0.714,0.6517,0.6539,0.7342,0.7969,0.7492,0.6895,0.6757,0.7184,0.6024,0.6085,0.6675,0.7679,0.736,0.7407,0.8194,0.8187,0.742
0.0279,158,1580,0.1847,0.7279,0.806,0.8142,nan,0.8367,0.8391,0.8552,0.8125,0.8153,0.9116,0.8662,0.7244,0.8689,0.8487,0.8458,0.7036,0.8311,0.8449,0.8109,0.7154,0.7376,0.7914,0.8641,0.8313,0.7614,0.7504,0.8056,0.6889,0.7204,0.7518,0.8379,0.785,0.8219,0.8749,0.8583,0.7803,0,0.8173,0.8171,0.8043,0.7854,0.7943,0.8602,0.8086,0.6878,0.8179,0.8071,0.7973,0.6816,0.772,0.8005,0.7206,0.6633,0.6571,0.7325,0.7954,0.7566,0.6982,0.6781,0.7175,0.6025,0.6164,0.6764,0.7686,0.7371,0.7524,0.8267,0.8253,0.7452
0.0298,160,1600,0.1824,0.7338,0.8144,0.8217,nan,0.8455,0.8396,0.8622,0.8193,0.8132,0.9161,0.8752,0.7435,0.8903,0.8611,0.851,0.7263,0.8425,0.8508,0.8256,0.7413,0.7524,0.8004,0.8684,0.854,0.7644,0.746,0.8022,0.7112,0.7222,0.7507,0.8409,0.7912,0.8231,0.881,0.8511,0.7977,0,0.8257,0.8205,0.8048,0.7884,0.7975,0.8641,0.8146,0.7048,0.835,0.8171,0.8038,0.6999,0.7808,0.8122,0.7373,0.6832,0.6643,0.7409,0.8032,0.7667,0.6943,0.6754,0.7168,0.607,0.6147,0.6741,0.7693,0.7405,0.7553,0.8296,0.8223,0.7522
0.0254,162,1620,0.1856,0.7297,0.8098,0.8177,nan,0.8487,0.8393,0.8513,0.8164,0.8033,0.9125,0.8814,0.7298,0.8786,0.8559,0.8537,0.7208,0.827,0.8475,0.83,0.7144,0.7444,0.7952,0.8683,0.8515,0.7607,0.7373,0.8042,0.7122,0.7206,0.7583,0.8391,0.7885,0.8128,0.8681,0.8472,0.7961,0,0.8252,0.8109,0.797,0.7827,0.7869,0.8639,0.8172,0.6932,0.8278,0.8147,0.8044,0.6936,0.7733,0.8055,0.73,0.665,0.6587,0.7362,0.8,0.763,0.6908,0.6699,0.717,0.6149,0.6166,0.6797,0.7666,0.739,0.7466,0.8211,0.82,0.7496
0.0275,164,1640,0.1851,0.7295,0.8084,0.816,nan,0.8475,0.837,0.8551,0.8002,0.8093,0.913,0.8779,0.7404,0.8736,0.854,0.8449,0.7173,0.8303,0.8507,0.8253,0.7393,0.7446,0.7915,0.8626,0.8431,0.7646,0.7365,0.8091,0.6926,0.712,0.7572,0.8406,0.7791,0.8217,0.8647,0.8467,0.7854,0,0.8251,0.8155,0.8034,0.7728,0.7882,0.8621,0.8137,0.7022,0.8229,0.8112,0.798,0.6913,0.7744,0.8073,0.7356,0.685,0.6599,0.7334,0.7958,0.7616,0.6944,0.6678,0.7206,0.6069,0.6129,0.6772,0.7689,0.7345,0.7519,0.8166,0.8184,0.7442
0.029,166,1660,0.184,0.7319,0.812,0.8197,nan,0.8442,0.8316,0.8567,0.8064,0.8119,0.9196,0.8693,0.7249,0.8771,0.8643,0.8471,0.7223,0.8302,0.8456,0.8353,0.7415,0.7557,0.7994,0.8692,0.8477,0.7721,0.7368,0.8183,0.7002,0.7173,0.756,0.8483,0.7923,0.8273,0.8705,0.8562,0.7885,0,0.8225,0.8129,0.8029,0.7779,0.7922,0.8616,0.8062,0.6881,0.8236,0.818,0.8002,0.6952,0.7754,0.8064,0.7406,0.6888,0.6677,0.7397,0.8004,0.7627,0.699,0.671,0.7288,0.615,0.617,0.6768,0.773,0.7413,0.7535,0.8219,0.8229,0.7508
0.0261,168,1680,0.1841,0.7311,0.8108,0.8188,nan,0.8462,0.8403,0.8589,0.8086,0.8042,0.914,0.8736,0.725,0.8793,0.8599,0.8408,0.7201,0.8344,0.8519,0.8209,0.7249,0.7517,0.79,0.8691,0.8414,0.7688,0.745,0.8147,0.7092,0.7171,0.7593,0.8458,0.7937,0.8229,0.8717,0.8535,0.7894,0,0.8238,0.8165,0.8046,0.7783,0.7868,0.8603,0.8095,0.6877,0.8267,0.8143,0.7973,0.6947,0.7759,0.8044,0.7286,0.6743,0.6628,0.7353,0.8006,0.7619,0.6998,0.6745,0.7272,0.6214,0.6163,0.6794,0.7738,0.7429,0.7535,0.8226,0.8213,0.7482
0.0245,170,1700,0.1876,0.7285,0.8066,0.8147,nan,0.8357,0.8356,0.8585,0.8069,0.8036,0.9098,0.8707,0.7247,0.8638,0.857,0.8461,0.716,0.818,0.8456,0.8237,0.7374,0.7329,0.7946,0.8684,0.8429,0.7519,0.7456,0.8141,0.688,0.7154,0.7514,0.8366,0.7872,0.825,0.8723,0.8485,0.7848,0,0.8149,0.8165,0.8029,0.7754,0.7869,0.8586,0.8079,0.6861,0.8149,0.8149,0.7974,0.6883,0.7705,0.8049,0.7334,0.6821,0.6529,0.7384,0.8002,0.7576,0.6902,0.6753,0.7257,0.6044,0.6137,0.6751,0.7679,0.7407,0.7562,0.8241,0.8192,0.7435
0.0256,172,1720,0.1836,0.7363,0.8183,0.8267,nan,0.8529,0.8438,0.8728,0.8277,0.8176,0.9211,0.884,0.7331,0.8799,0.8667,0.8582,0.7325,0.8303,0.8598,0.8328,0.7167,0.7596,0.8124,0.8778,0.8484,0.7648,0.7527,0.8207,0.7065,0.7303,0.764,0.8577,0.7886,0.8302,0.8848,0.8643,0.7931,0,0.8307,0.825,0.8146,0.7947,0.7984,0.8649,0.8164,0.6957,0.8281,0.8225,0.8087,0.702,0.7792,0.8087,0.7316,0.6679,0.6669,0.7515,0.8068,0.7631,0.6983,0.6814,0.7287,0.6153,0.6229,0.6818,0.7775,0.7394,0.7584,0.8334,0.8303,0.7533
0.0264,174,1740,0.1903,0.7228,0.8005,0.8088,nan,0.8311,0.8224,0.8559,0.7999,0.8008,0.9034,0.8693,0.7272,0.8645,0.8519,0.8333,0.7081,0.8129,0.838,0.8263,0.7127,0.7399,0.7811,0.8516,0.8377,0.7393,0.7429,0.8033,0.6958,0.7164,0.7352,0.8246,0.7811,0.8105,0.8734,0.8495,0.7764,0,0.8108,0.8055,0.8013,0.7703,0.7813,0.8546,0.8081,0.6896,0.8169,0.8091,0.7892,0.6828,0.7626,0.799,0.7291,0.6637,0.6525,0.7266,0.7878,0.7504,0.6811,0.6734,0.7159,0.6009,0.6105,0.6637,0.758,0.7328,0.7463,0.8242,0.8188,0.7358
0.0254,176,1760,0.1851,0.7329,0.8133,0.821,nan,0.8454,0.8359,0.8607,0.8075,0.8079,0.9141,0.8796,0.7433,0.877,0.854,0.8512,0.7177,0.8306,0.8483,0.8371,0.7307,0.77,0.7971,0.8656,0.8472,0.7533,0.7532,0.8147,0.7093,0.7321,0.7544,0.8442,0.7939,0.8231,0.8844,0.8553,0.7865,0,0.8231,0.8168,0.8074,0.7788,0.7869,0.8613,0.8164,0.7033,0.8245,0.8129,0.8027,0.691,0.7781,0.8075,0.7378,0.6783,0.6715,0.7385,0.7993,0.7594,0.69,0.6823,0.7255,0.6139,0.6236,0.6791,0.7742,0.7442,0.7569,0.8322,0.8235,0.7451
0.0308,178,1780,0.1852,0.7337,0.8138,0.8218,nan,0.8503,0.8397,0.8655,0.8156,0.8118,0.9154,0.8784,0.7386,0.8773,0.857,0.8505,0.7158,0.8339,0.8476,0.8361,0.7338,0.7595,0.7961,0.8685,0.8398,0.7659,0.7532,0.8194,0.7005,0.7309,0.7517,0.8436,0.7897,0.8269,0.8776,0.8598,0.7928,0,0.8268,0.8195,0.8102,0.7848,0.7922,0.8614,0.8154,0.7008,0.827,0.8153,0.8025,0.6906,0.7764,0.8065,0.7387,0.6817,0.6656,0.7383,0.7991,0.7626,0.698,0.6813,0.7269,0.6126,0.6227,0.676,0.7706,0.7422,0.7573,0.8297,0.8275,0.7506
0.0276,180,1800,0.1873,0.7312,0.8109,0.8189,nan,0.8443,0.8352,0.8662,0.8145,0.8125,0.9143,0.8711,0.736,0.8739,0.8583,0.8472,0.721,0.828,0.8502,0.8326,0.7291,0.7501,0.7977,0.8652,0.8431,0.7609,0.7515,0.8124,0.7082,0.7151,0.746,0.8429,0.788,0.8217,0.8773,0.8523,0.782,0,0.822,0.8169,0.8089,0.7836,0.7938,0.8607,0.8113,0.6969,0.8228,0.8152,0.7999,0.6928,0.7756,0.8085,0.7378,0.678,0.66,0.7379,0.7968,0.7614,0.6951,0.6802,0.7246,0.6142,0.6103,0.6719,0.7691,0.7399,0.7546,0.8261,0.82,0.7428
0.0257,182,1820,0.1877,0.7298,0.8088,0.8166,nan,0.8449,0.8334,0.8575,0.8103,0.8032,0.9135,0.8732,0.7342,0.8737,0.8544,0.8449,0.7154,0.8283,0.848,0.8235,0.7249,0.7549,0.7946,0.8629,0.8491,0.7555,0.7506,0.8078,0.6947,0.727,0.7445,0.8433,0.7819,0.8222,0.8744,0.8508,0.7826,0,0.8226,0.8132,0.8047,0.7797,0.7859,0.8607,0.813,0.696,0.8234,0.8133,0.7987,0.6898,0.7747,0.805,0.7305,0.6734,0.6642,0.7372,0.7977,0.7624,0.6911,0.6786,0.7205,0.6045,0.6202,0.6722,0.7695,0.7364,0.7548,0.825,0.8204,0.7434
0.026,184,1840,0.1863,0.7317,0.8112,0.8191,nan,0.8458,0.8364,0.8604,0.813,0.8083,0.9127,0.8757,0.7385,0.8779,0.8557,0.8464,0.7177,0.8292,0.8525,0.8303,0.7248,0.7541,0.7961,0.8657,0.844,0.7666,0.751,0.8102,0.7,0.7253,0.7503,0.8437,0.784,0.8262,0.8763,0.8556,0.7829,0,0.823,0.8154,0.8057,0.7824,0.7899,0.8607,0.8148,0.6988,0.8258,0.8163,0.8009,0.6915,0.7771,0.8084,0.7335,0.6725,0.6633,0.7387,0.7993,0.7628,0.6983,0.6794,0.7224,0.609,0.6192,0.6759,0.7707,0.7374,0.7561,0.8284,0.8232,0.7439
0.0289,186,1860,0.1875,0.7302,0.8093,0.8173,nan,0.8412,0.8336,0.8576,0.8097,0.8073,0.911,0.875,0.739,0.8742,0.8607,0.8443,0.7199,0.8323,0.8472,0.827,0.722,0.7408,0.7988,0.8599,0.8392,0.7653,0.7522,0.8111,0.7013,0.7143,0.7506,0.8392,0.7803,0.8271,0.8773,0.8531,0.7836,0,0.8196,0.8131,0.8034,0.7796,0.7895,0.8597,0.8148,0.6983,0.8239,0.8167,0.7992,0.6937,0.7756,0.8062,0.7326,0.6707,0.655,0.7389,0.7958,0.7615,0.6987,0.6796,0.7237,0.6113,0.6111,0.6729,0.7675,0.7358,0.7563,0.8265,0.8213,0.7455
0.0258,188,1880,0.1875,0.7318,0.8117,0.8194,nan,0.8459,0.8376,0.8662,0.8114,0.8108,0.9142,0.8761,0.7311,0.8758,0.8572,0.8502,0.7221,0.8312,0.8503,0.8294,0.7372,0.7509,0.798,0.8662,0.8423,0.7588,0.748,0.8105,0.7155,0.7207,0.7486,0.8435,0.7893,0.8208,0.8752,0.85,0.7879,0,0.8232,0.8173,0.8062,0.7807,0.7927,0.8608,0.8137,0.6929,0.8254,0.8164,0.803,0.6946,0.7775,0.8094,0.7381,0.6829,0.6598,0.7387,0.7989,0.7613,0.6952,0.6791,0.7233,0.6162,0.6157,0.6727,0.7695,0.7393,0.7525,0.8261,0.8195,0.7471
0.0285,190,1900,0.1871,0.7306,0.8102,0.8183,nan,0.8448,0.8349,0.8621,0.8193,0.8042,0.9109,0.8756,0.7317,0.8754,0.8574,0.8481,0.7196,0.8264,0.8495,0.8323,0.7198,0.7453,0.7921,0.8648,0.8401,0.7619,0.7456,0.812,0.706,0.7283,0.7501,0.845,0.7884,0.8223,0.8728,0.8511,0.7893,0,0.8222,0.8149,0.8062,0.7865,0.7884,0.8584,0.8127,0.6937,0.8258,0.8148,0.8006,0.6916,0.7753,0.8076,0.7341,0.6694,0.6588,0.7346,0.7965,0.7587,0.6946,0.676,0.7239,0.6135,0.6213,0.6749,0.7712,0.7389,0.7522,0.8247,0.8207,0.7475
0.0334,192,1920,0.1871,0.7317,0.8114,0.8194,nan,0.8425,0.8345,0.8608,0.8102,0.8113,0.9146,0.8768,0.7392,0.8772,0.8562,0.8486,0.7204,0.8274,0.8481,0.8296,0.7253,0.7522,0.7959,0.8665,0.8412,0.7626,0.7533,0.8133,0.7042,0.7227,0.7496,0.845,0.7897,0.8246,0.8783,0.8556,0.7859,0,0.8203,0.8136,0.8031,0.7806,0.7937,0.8613,0.8163,0.7001,0.8266,0.8148,0.8018,0.6933,0.7761,0.8068,0.7335,0.6733,0.661,0.7373,0.799,0.7612,0.6971,0.6811,0.7245,0.611,0.6171,0.6751,0.7725,0.741,0.7552,0.8289,0.8235,0.7462
0.0209,194,1940,0.188,0.7311,0.8105,0.8184,nan,0.8476,0.8353,0.8611,0.8127,0.8063,0.9114,0.874,0.7454,0.876,0.8597,0.8502,0.7193,0.8253,0.8481,0.8298,0.7268,0.7446,0.798,0.8653,0.8433,0.7607,0.7463,0.8123,0.7,0.7201,0.7481,0.8438,0.7867,0.8235,0.8737,0.8521,0.787,0,0.8244,0.8154,0.8046,0.781,0.7901,0.8597,0.8154,0.7041,0.8272,0.8174,0.8014,0.6915,0.7763,0.8067,0.7342,0.6749,0.6572,0.739,0.7983,0.7593,0.6943,0.6763,0.7235,0.6095,0.6153,0.6742,0.7707,0.7383,0.753,0.8255,0.8211,0.7461
0.0274,196,1960,0.1877,0.7308,0.8101,0.8181,nan,0.8445,0.8356,0.8623,0.8141,0.8091,0.9131,0.876,0.7369,0.8765,0.8584,0.8487,0.7158,0.8265,0.8497,0.8279,0.7256,0.7473,0.7972,0.8635,0.8395,0.7573,0.7462,0.8114,0.7015,0.721,0.7511,0.8454,0.7854,0.824,0.8745,0.8523,0.7857,0,0.8223,0.8166,0.8061,0.7833,0.7915,0.8604,0.8146,0.6981,0.827,0.8162,0.8,0.6891,0.776,0.8073,0.7326,0.6736,0.6598,0.7385,0.7963,0.7567,0.6926,0.6765,0.7229,0.6099,0.6169,0.6753,0.7707,0.7378,0.7541,0.826,0.8209,0.7453
0.0259,198,1980,0.1877,0.7309,0.8104,0.8184,nan,0.8458,0.8344,0.8619,0.8111,0.8092,0.9141,0.8752,0.7359,0.878,0.8592,0.849,0.7169,0.8276,0.8488,0.8287,0.7272,0.7489,0.7987,0.8668,0.8387,0.7594,0.7491,0.8117,0.7003,0.7217,0.7463,0.8436,0.7857,0.8229,0.8764,0.8517,0.7869,0,0.8231,0.815,0.8045,0.7807,0.7914,0.8605,0.8139,0.6975,0.8282,0.8169,0.8007,0.6902,0.7764,0.8067,0.7335,0.675,0.66,0.7397,0.7981,0.7575,0.6945,0.6781,0.7228,0.6094,0.6163,0.673,0.7695,0.7376,0.7544,0.8271,0.8207,0.7461
0.0276,200,2000,0.188,0.7311,0.8106,0.8184,nan,0.8456,0.8351,0.8619,0.8112,0.8087,0.9141,0.8742,0.7394,0.8758,0.8579,0.848,0.7169,0.8273,0.8481,0.8284,0.7298,0.7495,0.7987,0.8661,0.8392,0.7596,0.7482,0.8109,0.7016,0.7217,0.748,0.8447,0.7868,0.825,0.8762,0.8519,0.7878,0,0.8226,0.8155,0.8048,0.7807,0.7909,0.8609,0.8145,0.6999,0.8266,0.816,0.8,0.69,0.776,0.8065,0.7338,0.6771,0.6604,0.7394,0.7977,0.7577,0.6944,0.6774,0.7224,0.6099,0.6166,0.6741,0.7706,0.7386,0.7555,0.8271,0.821,0.7466
